,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,
sumUtil,111135,141362,159244,170839,180171,186491,185829,193481,214514,230090,217425,267763,293872,314380,332245,351824,365957,423179,449752,492908,528661,577842,599818,658541,689805,726356,746477,738027,743612,744035,758785,783019,806656,808854,822420,837503,855099,912794,910993,920674,899582,910301,898571,906677,941530,928128,943201,930527,932319,926011,917468,943555,940441,976842,979566,981299,960227,967228,978563,952078,953214,945633,976663,948848,964373,950069,936196,948252,959435,979210,975459,953255,973884,973029,966205,967086,957001,961128,957870,958941,952148,962872,955048,966632,963883,984064,977278,981626,949707,957840,960822,950554,924629,967533,991937,970761,942602,964451,984789,980933,sumUtil,111135,140555,158704,172411,181940,187820,194887,195752,210084,221871,231288,213652,253014,264572,277354,287229,295165,303910,329456,345241,366447,385661,398158,415226,448342,472363,502909,531582,563023,609842,640504,673759,694958,708354,741404,744211,757939,774007,773159,775476,787708,814134,828775,860299,901415,914988,949167,951934,943431,955042,962755,962971,975940,989570,974239,970858,981526,983027,983573,981424,1.00348e+06,1.00925e+06,1.00148e+06,967739,986444,977541,983845,964238,948866,960872,956835,958580,918767,934817,959268,949294,905080,946225,968797,951389,921667,928583,927300,963794,942691,957202,956217,939515,932145,939820,942728,964405,930255,930297,919053,934982,941863,947799,942464,969849,sumUtil,111135,140373,158665,171026,181073,188006,194058,198906,197516,211385,222361,226933,237721,260232,280981,312540,333630,350320,366001,402682,422997,444104,466443,493173,547603,551737,578601,606314,639480,658018,693681,732459,762628,771459,780524,776219,797816,808609,822785,826625,806050,822928,869553,902530,912258,888220,887791,907707,934849,942493,918721,907750,967556,949028,928041,942994,953108,973089,960372,951601,962119,1.00658e+06,975107,936192,954090,983435,968880,944265,941640,984296,980364,954914,959753,969654,981336,958066,971860,972037,996182,988125,958795,967585,973908,989859,977833,956200,982228,988720,967711,963837,982495,1.00314e+06,982668,957285,974339,991140,972044,975002,964477,978473,sumUtil,111135,141242,158848,172274,181979,189712,195016,195124,200945,211476,258766,272927,277490,322343,361542,411165,443072,474544,521639,563781,631740,685346,743424,771944,828992,869969,916260,939425,969266,1.00937e+06,994607,1.01464e+06,1.10031e+06,1.08094e+06,1.08554e+06,1.08508e+06,1.11799e+06,1.09519e+06,1.10001e+06,1.13533e+06,1.16998e+06,1.20932e+06,1.18425e+06,1.17627e+06,1.20019e+06,1.21028e+06,1.17738e+06,1.18812e+06,1.22612e+06,1.22342e+06,1.19677e+06,1.22044e+06,1.23378e+06,1.23411e+06,1.20682e+06,1.23931e+06,1.24004e+06,1.22584e+06,1.2142e+06,1.23136e+06,1.21879e+06,1.22889e+06,1.2497e+06,1.27594e+06,1.24517e+06,1.24082e+06,1.23022e+06,1.23286e+06,1.25109e+06,1.2509e+06,1.22811e+06,1.24671e+06,1.25813e+06,1.21798e+06,1.20523e+06,1.23849e+06,1.22946e+06,1.22336e+06,1.2111e+06,1.23735e+06,1.21936e+06,1.25017e+06,1.24736e+06,1.22031e+06,1.23365e+06,1.26612e+06,1.23837e+06,1.24306e+06,1.24135e+06,1.27136e+06,1.26272e+06,1.27129e+06,1.27383e+06,1.27923e+06,1.25966e+06,1.24595e+06,1.24155e+06,1.26013e+06,1.2569e+06,1.22987e+06,sumUtil,111135,141027,150968,169226,185670,196868,207691,209866,215872,238678,254487,267842,281766,294233,301800,326153,345426,374377,408225,434002,462540,519743,545867,607879,637622,663321,718668,754265,830379,854073,864166,923384,977544,1.03734e+06,1.0569e+06,1.09307e+06,1.10809e+06,1.1357e+06,1.17616e+06,1.14364e+06,1.12933e+06,1.16152e+06,1.22441e+06,1.18353e+06,1.24857e+06,1.23958e+06,1.26297e+06,1.25659e+06,1.21922e+06,1.20914e+06,1.22158e+06,1.26484e+06,1.2462e+06,1.23507e+06,1.23683e+06,1.24605e+06,1.21574e+06,1.18839e+06,1.1885e+06,1.20848e+06,1.21816e+06,1.22034e+06,1.20462e+06,1.21301e+06,1.25384e+06,1.25865e+06,1.23556e+06,1.29085e+06,1.26696e+06,1.2638e+06,1.24659e+06,1.23056e+06,1.22944e+06,1.25742e+06,1.21755e+06,1.21174e+06,1.22923e+06,1.27509e+06,1.27257e+06,1.26749e+06,1.25602e+06,1.29755e+06,1.23951e+06,1.24487e+06,1.25985e+06,1.25325e+06,1.27006e+06,1.24797e+06,1.25451e+06,1.25505e+06,1.24226e+06,1.26069e+06,1.2679e+06,1.2991e+06,1.27908e+06,1.24795e+06,1.26555e+06,1.2909e+06,1.25628e+06,1.25727e+06,sumUtil,111135,141088,159241,171971,181719,189073,195906,202830,209693,184060,224512,243444,255947,281036,316326,335663,370130,387544,426968,483386,531668,577982,643447,688249,744784,786277,830567,874518,906142,917425,943143,955138,961518,985061,1.00838e+06,1.03367e+06,1.0398e+06,1.08439e+06,1.04708e+06,1.07632e+06,1.12965e+06,1.14391e+06,1.11551e+06,1.14298e+06,1.18639e+06,1.16227e+06,1.14494e+06,1.16521e+06,1.18436e+06,1.18363e+06,1.15331e+06,1.19318e+06,1.19024e+06,1.20084e+06,1.17894e+06,1.23921e+06,1.20903e+06,1.22103e+06,1.22804e+06,1.2307e+06,1.25762e+06,1.23766e+06,1.27085e+06,1.22751e+06,1.24748e+06,1.24037e+06,1.22652e+06,1.21155e+06,1.24514e+06,1.29739e+06,1.26396e+06,1.2298e+06,1.24883e+06,1.28175e+06,1.26712e+06,1.25883e+06,1.24236e+06,1.26755e+06,1.28769e+06,1.28596e+06,1.26179e+06,1.26242e+06,1.23089e+06,1.24376e+06,1.25776e+06,1.28347e+06,1.27055e+06,1.27006e+06,1.25816e+06,1.29766e+06,1.30572e+06,1.24942e+06,1.2598e+06,1.30501e+06,1.30893e+06,1.27819e+06,1.25776e+06,1.27685e+06,1.31896e+06,1.27071e+06,sumUtil,111135,141304,159632,172436,182832,190782,196991,182489,208930,214064,229029,242267,286336,310997,352237,377521,413613,452198,490688,517861,543846,569068,633722,677751,722448,760483,791669,840030,863541,903062,918503,970458,993512,988651,1.0122e+06,1.02026e+06,1.07565e+06,1.06464e+06,1.0465e+06,1.10518e+06,1.12336e+06,1.11175e+06,1.13142e+06,1.12047e+06,1.16883e+06,1.19848e+06,1.20502e+06,1.20811e+06,1.22352e+06,1.21384e+06,1.20408e+06,1.18127e+06,1.22897e+06,1.23484e+06,1.22247e+06,1.20022e+06,1.22716e+06,1.25933e+06,1.2417e+06,1.25189e+06,1.25206e+06,1.24881e+06,1.26623e+06,1.26406e+06,1.2473e+06,1.25948e+06,1.27707e+06,1.27808e+06,1.23767e+06,1.2402e+06,1.29228e+06,1.29725e+06,1.26619e+06,1.26658e+06,1.33105e+06,1.28126e+06,1.25571e+06,1.2592e+06,1.27331e+06,1.27404e+06,1.32235e+06,1.30543e+06,1.2695e+06,1.28429e+06,1.30582e+06,1.25776e+06,1.26883e+06,1.28162e+06,1.302e+06,1.26242e+06,1.26605e+06,1.32996e+06,1.26554e+06,1.21676e+06,1.24327e+06,1.29114e+06,1.26029e+06,1.23921e+06,1.24914e+06,1.29069e+06,
