,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,
complexity_Basic23,0,0,0,0,0,3,2.92899,2.73093,2.806,2.80956,11.296,11.3288,11.3741,11.5803,11.8073,11.8276,21.0974,40.9341,40.4678,40.7734,46.2085,47.2063,53.5432,72.0113,128.493,119.662,100.624,52.9283,103.907,135.184,113.509,165.544,176.404,157.66,187.445,172.354,180.222,179.97,168.071,160.131,163.417,171.246,154.719,171.577,175.938,180.634,169.571,157.956,170.617,169.263,170.049,168.387,176.175,174.948,177.701,176.545,170.337,172.826,175.171,166.916,170.026,173.022,176.003,174.976,174.632,171.476,173.917,175.129,178.582,172.203,179.126,172.093,177.278,165.903,169.664,178.046,175.013,167.187,177.435,177.543,175.768,176.926,175.062,171.925,175.686,173.584,178.174,165.51,162.231,174.443,178.454,172.32,167.978,174.106,179.952,169.406,164.546,178.053,177.017,177.86,
complexity_Basic23,0,0,0,0,0,3,2.44504,2.88896,2.44078,2.57161,2.62128,3,3,3,3,3,3,3,10.1948,10.3718,11.442,11.6033,11.1177,11.9792,23.7254,25.4975,42.2201,37.5387,46.2401,46.7103,46.796,47.8349,47.3725,47.3055,117.858,96.8994,111.663,128.144,139.337,117.754,179.774,165.513,155.173,171.824,177.996,178.085,176.91,170.403,179.047,174.29,163.231,171.066,179.291,172.482,161.882,168.298,177.14,180.842,171.837,162.147,173.886,179.27,171.493,155.333,174.634,174.188,172.626,147.133,154.774,171.598,175.119,162.375,154.694,167.534,176.898,157.402,153.348,167.19,169.741,160.516,156.304,164.692,173.711,168.636,162.474,162.226,166.749,169.066,164.048,166.04,164.172,168.348,154.892,158.798,164.593,171.806,160.708,157.724,177.213,170.354,
complexity_Basic23,0,0,0,0,0,0,0,3,2.99817,2.69428,2.5949,2.83935,3,6.26538,11.5699,11.7371,11.6285,11.6902,11.6985,11.9812,12,12,12,42.9019,43.5773,40.9539,40.9633,46.4006,46.198,47.1613,47.9715,93.6555,124.729,138.119,122.351,126.418,146.584,153.948,169.263,171.399,157.443,142.219,174.712,177.749,167.64,159.496,166.078,168.073,166.809,170.88,159.029,171.211,175.73,170.461,170.747,168.685,174.485,175.069,166.832,159.2,180.107,170.607,167.825,153.308,173.334,169.6,172.402,160.881,175.946,176.313,176.335,172.932,168.819,174.764,178.169,169.005,165.248,177.538,178.689,172.334,164.84,167.127,179.39,174.313,170.861,164.632,173.293,180.682,166.967,164.476,176.052,178.631,172.254,167.482,171.894,177.696,170.2,172.72,167.332,173.983,
complexity_Basic23,0,0,0,0,0,0,3,2.98409,2.79065,10.85,10.6221,10.5143,11.2358,11.712,17.673,22.5724,27.3895,40.9536,44.4148,46.9071,47.1121,46.5521,47.4085,72.451,109.794,132.472,139.948,144.734,163.012,172.626,159.619,181.701,183.873,181.303,179.901,173.826,183.448,175.036,174.685,180.749,182.572,180.898,182.735,179.978,171.079,179.068,176.028,178.227,187.658,181.483,176.304,179.249,182.644,181.373,172.951,184.688,185.948,174.512,176.455,181.111,181.661,181.1,185.294,185.056,176.731,183.26,182.254,183.585,182.341,183.246,181.422,183.889,181.927,179.013,180.307,183.092,179.877,178.722,181.938,181.256,179.677,181.445,181.638,178.066,180.629,181.581,181.222,179.255,181.622,178.923,179.409,181.5,183.558,179.87,181.543,175.924,180.554,179.048,182.461,176.779,
complexity_Basic23,0,0,2.72252,1.99634,2.11407,2.24148,2.45884,2.90919,2.68085,2.8382,2.87873,2.88602,2.91031,2.9112,3,8.66719,11.7895,11.8763,11.5634,11.7107,20.1895,35.005,43.6394,42.7425,42.7502,44.483,45.1889,57.1847,82.3141,49.0208,70.5565,123.823,155.711,165.168,181.629,184.901,187.511,180.787,174.998,178.1,175.949,180.049,187.228,178.052,186.241,184.391,180.521,184.627,178.736,180.507,182.11,184.011,182.232,179.783,181.504,182.187,177.91,176.5,177.214,180.202,180.239,180.144,178.519,178.462,182.457,180.406,179.674,180.107,184.086,177.227,179.316,176.724,178.972,180.339,177.177,174.829,179.982,182.21,181.282,175.465,181.348,180.125,177.158,174.172,180.527,179.869,178.636,178.995,174.951,181.752,175.608,180.039,177.384,181.857,178.589,174.379,177.39,182.392,175.548,176.352,
complexity_Basic23,0,0,0,0,0,0,0,0,3,3,2.95476,2.87504,3,3,10.6505,11.76,11.7991,11.7858,22.4975,43.6449,44.0956,45.4966,46.539,47.2042,47.3298,47.0805,47.914,47.9608,47.9939,48,48,48,51.4498,105.866,142.254,139.032,165.895,167.439,191.35,183.657,191.223,189.034,185.984,187.423,187.388,184.749,180.397,183.651,184.407,181.957,180.888,181.624,183.691,181.566,180.323,183.468,180.069,182.342,182.433,181.32,181.886,183.483,182.439,179.121,180.654,182.652,179.082,179.858,181.342,183.955,181.672,176.013,178.035,183.431,183.316,174.396,180.892,179.502,184.05,181.029,174.859,179.179,180.559,176.717,181.42,180.164,180.714,178.692,177.222,181.475,181.11,176.777,176.774,181.472,181.239,178.349,172.572,180.06,181.483,179.059,
complexity_Basic23,0,0,0,0,0,0,0,3,2.99904,2.84343,3,9.5797,11.7471,11.3748,11.7222,11.7934,11.9826,12,12,12,40.0933,47.3205,46.83,45.4023,46.4996,47.3301,47.6037,47.6236,48,48,73.4998,168.224,133.925,105.733,152.315,144.719,153.36,143.628,182.714,184.875,184.193,186.977,185.404,175.691,182.524,186.757,184.691,182.968,179.734,183.131,181.118,176.302,182.666,185.425,184.239,181.665,180.201,182.747,184.953,182.676,178.745,183.849,183.861,181.206,174.203,184.742,185.658,185.633,180.78,181.574,179.683,186.026,182.051,184.544,184.459,182.934,173.079,175.034,183.927,184.951,183.238,182.795,177.992,177.811,178.452,177.355,182.046,183.353,185.365,180.004,179.528,185.804,182.156,173.758,177.077,185.029,181.16,177.83,180.502,182.667,
